_id,facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,file_date
8621,RESIDENTIAL CARE ELDERLY,345920108,OAKWOOD MEADOWS ASSISTED LIVING,"MAKENA BAY, LLC","TORGERSEN, DANIEL",(916) 722-2800,7241 CANELO HILLS DR,CITUS HEIGHTS,CA,95610,SACRAMENTO,59,78,LICENSED,9/26/2024,,5252025
8560,RESIDENTIAL CARE ELDERLY,342701121,OAKMONT OF EAST SACRAMENTO,OAKMONT SENIOR LIVING OF SACRAMENTO OPCO LLC; ET A,KATHLEEN GILBEY,(916) 905-2400,5301 F STREET,EAST SACRAMENTO,CA,95819,SACRAMENTO,27,214,LICENSED,4/4/2022,,5252025
1104,RESIDENTIAL CARE ELDERLY,342701626,AMEHYST COVE,MONALISA SILAPAN,"SILAPAN, MONALISA",(916) 667-9414,9473 HEATHMAN WAY,EK GROVE,CA,95624,SACRAMENTO,27,6,PENDING,,,5252025
217,RESIDENTIAL CARE ELDERLY,342701302,A CARING HOME,BENEVOLENT CARE LLC,"TOLENTINO, ELAINE",(916) 685-3093,6813 ELVORA WAY,ELK GROVE,CA,95757,SACRAMENTO,27,6,LICENSED,9/28/2023,,5252025
545,RESIDENTIAL CARE ELDERLY,342700499,ABOUNDING LOVE II,ABOUNDING LOVE LLC,"NONU, JULIE",(916) 547-0206,3801 LAKE TERRACE DR,ELK GROVE,CA,95758,SACRAMENTO,27,6,LICENSED,2/11/2019,,5252025
549,RESIDENTIAL CARE ELDERLY,342701174,ABOUNDING PEACE III ELDERLY CARE,"ABOUNDING PEACE, LLC","WAQALALA, UNAISI",(916) 667-8465,10339 SAGRES WAY,ELK GROVE,CA,95757,SACRAMENTO,27,6,LICENSED,6/2/2022,,5252025
678,RESIDENTIAL CARE ELDERLY,342701592,ADIANNA'S HOME,ADIANNA'S HOME LLC,"ALLIE, VICKIE MARY",(916) 606-4145,10163 PARADA COURT,ELK GROVE,CA,95757,SACRAMENTO,27,6,PENDING,,,5252025
896,RESIDENTIAL CARE ELDERLY,347004505,"ALL CARE, LLC","ALL CARE, LLC",RAY GIN,(916) 714-5170,5901 WITT WAY,ELK GROVE,CA,95757,SACRAMENTO,27,6,LICENSED,9/14/2010,,5252025
941,RESIDENTIAL CARE ELDERLY,342700767,ALLTRUE CARE LLC,ALLTRUE CARE LLC,"KACHAN, VICTORIA",(530) 215-8388,9977 WYLAND DRIVE,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,4/10/2020,,5252025
1019,RESIDENTIAL CARE ELDERLY,342701319,ALROSE ASSISTED LIVING,ALROSE ASSISTED LIVING LLC,"LOPEZ, ALBERT ALLAN U.",(916) 718-8189,7019 MCGILL COURT,ELK GROVE,CA,95758,SACRAMENTO,27,6,LICENSED,12/4/2023,,5252025
1020,RESIDENTIAL CARE ELDERLY,342701531,ALROSE ASSISTED LIVING II,"LOPEZ CAREHOME, LLC","LOPEZ, ALBERT",(916) 896-0719,10125 LAVELLI WAY,ELK GROVE,CA,95757,SACRAMENTO,27,6,LICENSED,12/31/2024,,5252025
1045,RESIDENTIAL CARE ELDERLY,342701439,ALWAYS HOME SENIOR CARE LLC,ALWAYS HOME SENIOR CARE LLC,"BOBOC, LUCIA",(916) 225-5223,8474 CRIMSON CLOVER CIRCLE,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,8/27/2024,,5252025
1093,RESIDENTIAL CARE ELDERLY,342701625,AMBER PLACE,MONALISA SILAPAN,"SILAPAN, MONALISA",(916) 896-5140,8616 BANFF VISTA DR.,ELK GROVE,CA,95624,SACRAMENTO,27,6,PENDING,,,5252025
1170,RESIDENTIAL CARE ELDERLY,342701473,AN ANGEL GARDEN II,AN ANGEL GARDEN INC,"CHO, YOUNGSUK",(530) 280-8495,10213 SUTARA WAY,ELK GROVE,CA,95757,SACRAMENTO,27,6,LICENSED,9/24/2024,,5252025
1171,RESIDENTIAL CARE ELDERLY,342701111,AN ANGEL GARDEN INC,AN ANGEL GARDEN INC,"CHO, YOUNGSUK",(530) 886-9529,9873 TRAVELER COURT,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,2/17/2022,,5252025
1307,RESIDENTIAL CARE ELDERLY,342701648,ANGELS HOME CARE LLC.,ANGELS HOME CARE LLC.,"KASABALLI, ANAS",(408) 618-1410,6417 LIVORNO WAY,ELK GROVE,CA,95757,SACRAMENTO,27,6,PENDING,,,5252025
1308,RESIDENTIAL CARE ELDERLY,342701360,ANGELS HOME FOR SENIORS LLC,ANGELS HOME FOR SENIORS LLC,"DEJARESCO, DEANE  JEFFREY",(916) 620-6235,10070 KNOTTS DRIVE,ELK GROVE,CA,95757,SACRAMENTO,27,6,LICENSED,1/30/2024,,5252025
1372,RESIDENTIAL CARE ELDERLY,342701650,ANTONINA'S CARE HOME,ANTONINA'S CARE HOME,"CARIDAD, JAYSON",(916) 685-0404,8712 BRAY VISTA WAY,ELK GROVE,CA,95624,SACRAMENTO,27,6,PENDING,,,5252025
1520,RESIDENTIAL CARE ELDERLY,342701178,ARVEAH'S CARE HOMES 4,"ARVEAH'S CARE HOMES, LLC","MARTINEZ-DAVIS, ROSA-LEAH",(530) 662-6055,10620 OAK POND LANE,ELK GROVE,CA,95624,SACRAMENTO,27,4,LICENSED,10/31/2022,,5252025
1604,RESIDENTIAL CARE ELDERLY,342700851,ASTORIA GARDENS,BEST CARE LLC,MIA MARJOLINO,(916) 714-8685,8609 BANFF VISTA DRIVE,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,8/13/2020,,5252025
1605,RESIDENTIAL CARE ELDERLY,342701564,ASTORIA GARDENS,BEATE SENIOR SERVICES LLC,"ALATAN, ORISTEMATOSAN",(916) 714-8685,8609 BANFF VISTA DRIVE,ELK GROVE,CA,95624,SACRAMENTO,27,6,PENDING,,,5252025
1613,RESIDENTIAL CARE ELDERLY,342700853,ASTORIA VISTA,BEST CARE LLC,"SILAPA,MONALISA",(916) 896-5140,8616 BANFF VISTA DRIVE,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,8/26/2020,,5252025
1706,RESIDENTIAL CARE ELDERLY,342701681,AURORA'S ELDERLY CARE NETWORK 1,AURORA'S ELDERLY CARE NETWORK,"DEPOSITAR, GRANT F.",(916) 685-8075,8661 GRIMSBY COURT,ELK GROVE,CA,95624,SACRAMENTO,27,6,PENDING,,,5252025
1718,RESIDENTIAL CARE ELDERLY,342701631,AUTUMN GROVE SENIOR LIVING,ALBASON PROPERTIES LLC,"VALLARTA, VANESSA",(916) 879-6912,10167 MOSAIC WAY,ELK GROVE,CA,95757,SACRAMENTO,27,6,PENDING,,,5252025
1773,RESIDENTIAL CARE ELDERLY,342701627,AZALEA LANE,MONALISA SILAPAN,"SILAPAN, MONALISA",(916) 307-9603,8781 KELSEY DR.,ELK GROVE,CA,95624,SACRAMENTO,27,6,PENDING,,,5252025
1892,RESIDENTIAL CARE ELDERLY,342701159,BEATRICE SENIOR CARE,BEATRICE SENIOR CARE,"CLARK, TIMOTHY",(916) 270-3961,8901 MELODIC CT,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,5/3/2022,,5252025
2147,RESIDENTIAL CARE ELDERLY,342700343,BLESSED HOME FOR SENIORS II,BLESSED HOME FOR SENIORS INC,"GATCHALIAN, M AURORA",(916) 685-4334,9961 DOVE SHELL WAY,ELK GROVE,CA,95757,SACRAMENTO,27,6,LICENSED,9/24/2018,,5252025
2149,RESIDENTIAL CARE ELDERLY,347005903,BLESSED HOME FOR SENIORS INC,BLESSED HOME FOR SENIORS INC,MERCIDITAS GALITO,(916) 896-0824,7619 KILLDEER WAY,ELK GROVE,CA,95758,SACRAMENTO,27,6,LICENSED,4/22/2016,,5252025
2150,RESIDENTIAL CARE ELDERLY,342700631,BLESSED HOME FOR SENIORS IV,BLESSED HOME FOR SENIORS INC,"GATCHALIAN, AIDA",(916) 793-9941,9771 ROEDELL WAY,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,10/1/2019,,5252025
2436,RESIDENTIAL CARE ELDERLY,342701040,BRUCEVILLE POINT,SHI-III BRUCEVILLE POINT OWNER LLC ; TENFOLD ET AL,"HOSTETTER, ERIC",(916) 226-5300,9730 BACKER RANCH ROAD,ELK GROVE,CA,95757,SACRAMENTO,27,200,LICENSED,5/28/2021,,5252025
2501,RESIDENTIAL CARE ELDERLY,342701191,CA CARING HANDS,CA CARING HANDS INC,MICHAEL JANKOWSKI,(916) 667-3248,8797 TWINBERRY WAY,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,9/26/2022,,5252025
2663,RESIDENTIAL CARE ELDERLY,347005521,"CARE GROUP AT HEATHMAN WAY, THE","CARE GROUP, LLC., THE",LOVELIE P ARCEGA,(916) 667-9414,9473 HEATHMAN WAY,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,10/21/2015,,5252025
2670,RESIDENTIAL CARE ELDERLY,342701339,CARE HOME PARTNERS,DEBELLIS & ASSOCIATES LLC,"LABIOS, JENNIFER",(916) 667-9147,10019 WATERFIELD DR.,ELK GROVE,CA,95757,SACRAMENTO,27,6,LICENSED,6/3/2024,,5252025
2725,RESIDENTIAL CARE ELDERLY,347000981,CARING FAMILIES-BV1,CARING FAMILIES INC.,"MACIAS, MICHELLE",(916) 685-0404,8712 BRAY VISTA WAY,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,4/6/1998,,5252025
2726,RESIDENTIAL CARE ELDERLY,347001715,CARING FAMILIES-BV2,CARING FAMILIES INC.,MICHELLE MACIAS,(916) 686-0420,8716 BRAY VISTA WAY,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,6/7/2001,,5252025
2744,RESIDENTIAL CARE ELDERLY,347005407,CARING HEART,"ADUCAYEN-KANG, LLC.","ADUCAYEN, GEORGE",(916) 690-5324,9469 MEDSTEAD WAY,ELK GROVE,CA,95758,SACRAMENTO,27,6,LICENSED,9/9/2014,,5252025
2749,RESIDENTIAL CARE ELDERLY,342701397,CARING HEART II,"VILLA-ADUCAYEN, LLC","ADUCAYEN, KRISTINE",(916) 682-4742,7818 WYMARK DRIVE,ELK GROVE,CA,95758,SACRAMENTO,27,6,LICENSED,6/18/2024,,5252025
2783,RESIDENTIAL CARE ELDERLY,347005464,CARLTON PLAZA OF ELK GROVE,"CARLTON SENIOR LIVING, LLC",JENNELL REVERA,(916) 714-2404,6915 ELK GROVE BLVD.,ELK GROVE,CA,95758,SACRAMENTO,27,180,LICENSED,8/7/2015,,5252025
2911,RESIDENTIAL CARE ELDERLY,342701489,CASA DORIS,CASA DORIS INC,"CLARK, BEATRICE",(916) 670-0370,8533 LIQUID AMBER WAY,ELK GROVE,CA,95757,SACRAMENTO,27,6,LICENSED,2/20/2025,,5252025
3370,RESIDENTIAL CARE ELDERLY,342701130,COMFORTS OF HOME GAVIRATE,SARAH JOY LLC,"PARAS, FAITH",(916) 897-9465,9823 GAVIRATE WAY,ELK GROVE,CA,95757,SACRAMENTO,27,6,LICENSED,2/28/2022,,5252025
3372,RESIDENTIAL CARE ELDERLY,342701138,COMFORTS OF HOME LAGUNA PARK,EMERALD ELDER CARE LLC,"KANG, MARIA",(916) 833-1493,5721 LAGUNA PARK DRIVE,ELK GROVE,CA,95758,SACRAMENTO,27,6,LICENSED,6/29/2022,,5252025
3383,RESIDENTIAL CARE ELDERLY,342700369,"COMMONS AT ELK GROVE, THE",ELK GROVE MSL LL;MSL COMMUNITY MANAGEMENT LLC,MEGGIN CORTEZ,(916) 683-6833,9564 SABRINA LANE,ELK GROVE,CA,95758,SACRAMENTO,27,110,LICENSED,7/9/2018,,5252025
3454,RESIDENTIAL CARE ELDERLY,347005547,CORINA ELDERLY HOME,CORINA ELDERLY CARE 1 INC.,"DRAGNEA, CORINA",(209) 808-9336,8840 KELSEY DRIVE,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,7/23/2015,,5252025
3455,RESIDENTIAL CARE ELDERLY,347005546,CORINA ELDERLY HOME 2,CORINA ELDERLY HOME 2 INC.,"DRAGNEA, CORINA",(916) 215-0365,9411 SKYDOME STREET,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,7/23/2015,,5252025
3661,RESIDENTIAL CARE ELDERLY,342700772,"CURLY ANNE'S RESIDENCE, INC",CURLY ANNE'S RESIDENCE INC,"DE LOS SANTOS, MARY ANNE",(916) 585-9577,10435 DANICHRIS WAY,ELK GROVE,CA,95757,SACRAMENTO,27,6,LICENSED,5/6/2020,,5252025
3700,RESIDENTIAL CARE ELDERLY,347005120,D & C ELDERLY HOME,"D & C SPECIALIZED HOME CARE, INC.",CORINA DRAGNEA,(916) 686-8312,9474 RANCH PARK WAY,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,3/22/2013,,5252025
3910,RESIDENTIAL CARE ELDERLY,342701086,DIAMOND OAK GUEST HOME,"WOODS CARE HOME INC, THE","MASSAQUOI, MOHAMED",(916) 685-4099,8632 DIAMOND OAK WAY,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,7/28/2022,,5252025
3911,RESIDENTIAL CARE ELDERLY,342701123,DIAMOND OAK SENIOR CARE,"SUNQUEST RESOURCES, INC.","ONWULI, OKAY J.",(916) 690-8874,8636 DIAMOND OAK WAY,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,3/9/2022,,5252025
4172,RESIDENTIAL CARE ELDERLY,342701511,ELDERLY GUEST HOME,"EGANTE, SARAH JANE","SERRANO, ERIC",(916) 304-3575,8774 KELSEY DRIVE,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,10/28/2024,,5252025
4225,RESIDENTIAL CARE ELDERLY,347005043,ELITE ELDERLY CARE HOME,"CALAGUI, LANI","CALAGUI, LANI",(916) 896-5185,8510 STONEFLOWER WAY,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,4/30/2012,,5252025
4244,RESIDENTIAL CARE ELDERLY,342700090,ELK RIDGE OAKS,ALL ACCESS CARE LLC,LOVELIE P ARCEGA,(916) 667-9521,8724 ELK RIDGE WAY,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,10/3/2017,,5252025
4245,RESIDENTIAL CARE ELDERLY,342701310,ELK VISTA RESIDENTIAL HOME LLC,ELK VISTA RESIDENTIAL HOME LLC,"NUNEZ, FABIOLA",(916) 582-0296,8933 SHADY VISTA CT,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,11/30/2023,,5252025
4384,RESIDENTIAL CARE ELDERLY,342701678,ESTELA HOME CARE,"RUFAEL, MULU","RUFAEL, MULU",(408) 329-8282,1 NITEL CT,ELK GROVE,CA,95758,SACRAMENTO,27,6,PENDING,,,5252025
4647,RESIDENTIAL CARE ELDERLY,342701387,FIVE STAR RCFE 1 INC,FIVE STAR RCFE 1 INC,"CARIDAD, AMY ROSE",(916) 684-8613,6512 STAR BIRD CT,ELK GROVE,CA,95758,SACRAMENTO,27,6,LICENSED,4/24/2024,,5252025
4730,RESIDENTIAL CARE ELDERLY,347002814,FOUR SEASONS HOME CARE,"SAVIN, DOINA","SAVIN, DOINA",(916) 682-0398,9150 FOUR SEASONS DRIVE,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,1/12/2005,,5252025
4731,RESIDENTIAL CARE ELDERLY,347003782,FOUR SEASONS HOME CARE 2,"SAVIN, DOINA","SAVIN, DOINA",(916) 685-9806,9093 QUAIL TERRACE WAY,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,2/27/2008,,5252025
4891,RESIDENTIAL CARE ELDERLY,342700886,"GARDENS AT LAGUNA SPRINGS MEMORY CARE, THE","ELK GROVE MEMORY CARE, LLC","RAMIREZ, GUADALUPE",(916) 667-3167,9750 LAGUNA SPRINGS DRIVE,ELK GROVE,CA,95757,SACRAMENTO,27,70,LICENSED,12/30/2020,,5252025
5151,RESIDENTIAL CARE ELDERLY,342701686,GOLDEN HERITAGE SENIOR CARE IV,GOLDEN HERITAGE SENIOR CARE LLC,"BIGELOW, YELENA",(916) 667-9761,3801 LAKE TERRACE DR,ELK GROVE,CA,95758,SACRAMENTO,27,6,PENDING,,,5252025
5161,RESIDENTIAL CARE ELDERLY,342700800,GOLDEN HOME FOR SENIORS,GOLDEN HOME FOR SENIORS INC.,"TOLON, MA MAGNOLIA M",(916) 686-2129,8701 MILO COURT,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,9/25/2020,,5252025
5162,RESIDENTIAL CARE ELDERLY,342701528,GOLDEN HOME FOR SENIORS LLC II,GOLDEN HOME FOR SENIORS LLC II,"TOLON, MA. MAGNOLIA M.",(916) 793-9941,8720 THETFORD COURT,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,1/10/2025,,5252025
5262,RESIDENTIAL CARE ELDERLY,347002859,GOLDEN VALLEY SENIORS GRIMSBY,"BALGOS, EVELYN",AURORA S MAIGUE,(916) 714-3163,8661 GRIMSBY COURT,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,2/2/2006,,5252025
5277,RESIDENTIAL CARE ELDERLY,347003562,GOLDEN YEARS CARE HOME I,"GOLDEN BERRY INC. (BERNARDINO, GRACE & RAFAEL)","BERNARDINO, GRACE C.",(916) 681-3726,8516 FOXBERRY COURT,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,5/1/2007,,5252025
5278,RESIDENTIAL CARE ELDERLY,347003563,GOLDEN YEARS CARE HOME II,GOLDEN BERRY INC.,"BERNARDINO, GRACE C.",(916) 681-3726,8786 SILVERBERRY AVENUE,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,5/1/2007,,5252025
5586,RESIDENTIAL CARE ELDERLY,342701143,"GROVE ST CARE HOME, LLC",GROVE ST CARE HOME LLC,"SANDOVAL, MANUEL ALBERTO",(916) 686-2859,9189 GROVE ST.,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,3/29/2022,,5252025
5874,RESIDENTIAL CARE ELDERLY,342701323,HELPING HANDS CARE HOME,"HELPING HANDS CARE HOME, LLC","OKORO, SYLVESTER O.",(614) 747-3443,8685 ELK WAY,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,8/30/2024,,5252025
6038,RESIDENTIAL CARE ELDERLY,342701468,HOLISTIC CARE FOR SENIORS,"HOLISTIC CARE FOR SENIORS, LLC","ADHIKARI, PRAKASH",(916) 683-3366,9525 SOARING OAKS DRIVE,ELK GROVE,CA,95758,SACRAMENTO,27,6,LICENSED,9/16/2024,,5252025
6218,RESIDENTIAL CARE ELDERLY,347005680,IMMACULATE CARE HOME,"MUIRURI, MARYIMMACULATE","MUIRURI, MARYIMMACULATE",(916) 236-7339,8892 MONTEREY OAKS DRIVE,ELK GROVE,CA,95758,SACRAMENTO,27,6,LICENSED,4/29/2016,,5252025
6245,RESIDENTIAL CARE ELDERLY,342700585,INDOCARE HOUSE 2,INDOCARE LLC,"LOMENDEHE, PAUL",(916) 686-1253,8604 BANFF VISTA DR,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,12/30/2019,,5252025
6387,RESIDENTIAL CARE ELDERLY,347005512,IVY PARK AT LAGUNA CREEK,"S-H OPCO LAGUNA CREEK, LLC; OAKMONT MGMT. GRP. LLC",JAMES DIAL,(916) 683-1881,6727 LAGUNA PARK DR,ELK GROVE,CA,95758,SACRAMENTO,27,108,LICENSED,8/29/2014,,5252025
6533,RESIDENTIAL CARE ELDERLY,347002643,JD PARAN GUEST HOME,"PARAN, JINKY C.",JINKY PARAN,(916) 686-4576,9410 HOSPENTHAL WAY,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,3/25/2004,,5252025
6534,RESIDENTIAL CARE ELDERLY,342701672,JD PARAN GUEST HOME,"JD PARAN GUEST HOME I, INC.","PARAN, JINKY",(916) 686-4576,9410 HOSPENTHAL WAY,ELK GROVE,CA,95624,SACRAMENTO,27,6,PENDING,,,5252025
6535,RESIDENTIAL CARE ELDERLY,347003296,JD PARAN GUEST HOME II,"PARAN, JINKY C.","PARAN, JINKY",(916) 684-5959,9458 NEWINGTON WAY,ELK GROVE,CA,95758,SACRAMENTO,27,6,LICENSED,11/15/2005,,5252025
6964,RESIDENTIAL CARE ELDERLY,347003430,LAGUNA STAR HOME,LAGUNA STAR LLC,"ANGELES, JUNE",(916) 684-8787,8720 LAGUNA STAR DRIVE,ELK GROVE,CA,95758,SACRAMENTO,27,6,LICENSED,8/23/2007,,5252025
6967,RESIDENTIAL CARE ELDERLY,342701137,LAGUNA WOODS,EMERALD ELDER CARE LLC,"KANG, MARIA",(916) 833-1493,10035 PIANELLA WAY,ELK GROVE,CA,95757,SACRAMENTO,27,6,LICENSED,3/18/2022,,5252025
7093,RESIDENTIAL CARE ELDERLY,342701615,LEGACY LANE SENIOR LIVING III,LEGACY LANE SENIOR LIVING LLC,"GAUNAVOU, MORIA",(564) 200-1736,9442 MAZATLAN WAY,ELK GROVE,CA,95624,SACRAMENTO,27,6,PENDING,,,5252025
7103,RESIDENTIAL CARE ELDERLY,342701616,LEGACY SENIOR CARE III,LEGACY SENIOR CARE LLC,"TUILOMA, ADI LINA",(916) 701-7737,9279 ORANGE CREST CT.,ELK GROVE,CA,95624,SACRAMENTO,27,6,PENDING,,,5252025
7149,RESIDENTIAL CARE ELDERLY,342700507,LEXIE RAE'S CARE HOME,MARIOLYN CARE LLC,"RODRIGUEZ, ANNIE LYN",(916) 714-0853,8818 SHARKEY AVE,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,4/5/2019,,5252025
7365,RESIDENTIAL CARE ELDERLY,342700201,LOVE AND SERENITY OF ELK GROVE II,LOVE AND SERENITY OF ELK GROVE LLC,TEVITA KALOULASULASU,(916) 897-9287,9279 ORANGE CREST COURT,ELK GROVE,CA,95624,SACRAMENTO,27,6,ON PROBATION,10/19/2017,,5252025
7366,RESIDENTIAL CARE ELDERLY,342700828,LOVE AND SERENITY OF ELK GROVE III,LOVE AND SERENITY OF ELK GROVE LLC,"CASTRO, BIANCA",(916) 585-5483,9442 MAZATLAN WAY,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,8/3/2020,,5252025
7496,RESIDENTIAL CARE ELDERLY,342701684,LYCEL SENIOR CARE HOME,QUIVEL LLC,"QUIAMBAO, GLADYS",(916) 829-4117,9559 LAZY SADDLE WAY,ELK GROVE,CA,95624,SACRAMENTO,27,6,PENDING,,,5252025
7584,RESIDENTIAL CARE ELDERLY,347004245,MAINLINE HOME CARE,"MAINLINE HOME CARE, INC",MA MAGNOLIA M TOLON,(916) 690-8932,9445 MAINLINE DRIVE,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,5/30/2009,,5252025
7821,RESIDENTIAL CARE ELDERLY,342701306,"MEADOWS SENIOR LIVING, THE",VOP THE MEADOWS LP; MILESTONE RETIREMENT COMMUNITI,"SELLERS, ALYSSA",(916) 877-7835,9325 EAST STOCKTON BLVD.,ELK GROVE,CA,95624,SACRAMENTO,27,160,LICENSED,1/23/2024,,5252025
8094,RESIDENTIAL CARE ELDERLY,347003883,"MONTEREY, THE","CALIFORNIA CAREHOMES, LLC","DESCARGAR, BERNADETTE",(916) 686-4836,8700 SECKEL COURT,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,12/5/2008,,5252025
8355,RESIDENTIAL CARE ELDERLY,347004701,NEW HORIZON BOARD & CARE,SUZANNE MARIE PEREZ,SUSANA G PEREZ,(916) 686-4883,10172 BRENNA WAY,ELK GROVE,CA,95757,SACRAMENTO,27,6,LICENSED,4/1/2011,,5252025
8349,RESIDENTIAL CARE ELDERLY,342700388,NEW HORIZON BOARD AND CARE II,"PEREZ, SUZANNE MARIE","PEREZ, SUSANA G",(916) 585-9460,10051 SHANA WAY,ELK GROVE,CA,95757,SACRAMENTO,27,6,LICENSED,11/20/2018,,5252025
8421,RESIDENTIAL CARE ELDERLY,342700088,NJ CARE HOME,NJ CARE HOME LLC,"JAMES, MERLITA",(916) 248-0652,8200 WOODED BROOK DRIVE,ELK GROVE,CA,95758,SACRAMENTO,27,6,LICENSED,7/24/2017,,5252025
8614,RESIDENTIAL CARE ELDERLY,347002810,OAKS FAMILY CARE,OAKS FAMILY CARE INC.,"MIN, OKGI",(916) 714-1796,9456 BLUE DIAMOND WAY,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,12/3/2004,,5252025
8929,RESIDENTIAL CARE ELDERLY,342700843,PADUA ASSISTED LIVING 2,"PADUA ASSISTED LIVING, INC.","DAYOAN, ANGELITA",(279) 333-7621,2929 BABSON DRIVE,ELK GROVE,CA,95758,SACRAMENTO,27,6,LICENSED,8/26/2020,,5252025
8931,RESIDENTIAL CARE ELDERLY,342700691,PADUA CARE HOME,PADUA CARE HOME,"DAYOAN, ANGELITA",(916) 218-8556,8708 THETFORD COURT,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,1/16/2020,,5252025
8954,RESIDENTIAL CARE ELDERLY,347005343,PALM VALLEY CARE HOME VI,GERWIN P. SICAT,GERWIN SICAT,(916) 612-7209,8644 BANFF VISTA DRIVE,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,8/4/2014,,5252025
8955,RESIDENTIAL CARE ELDERLY,342700735,PALM VALLEY CARE I,"SICAT CARE HOME, INC.",ANGELITA DAYOAN,(916) 686-2128,8700 MILO COURT,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,7/3/2020,,5252025
8956,RESIDENTIAL CARE ELDERLY,347002004,PALM VALLEY CARE III,"MANTUPAR, JOSE D.",GERWIN SICAT,(916) 714-8580,8725 THETFORD COURT,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,1/28/2003,,5252025
9215,RESIDENTIAL CARE ELDERLY,342701006,PERPETUAL MANOR,GRACCIOUS LLC,"FERNANDEZ, ANGELICA",(916) 509-9668,9449 PINOT BLANC CT.,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,8/6/2021,,5252025
9353,RESIDENTIAL CARE ELDERLY,347003611,PRECIOUS ANGELS CARE,"TIN, ANTONETTE",ANTONETTE TIN,(916) 549-2724,8983 RICHBOROUGH WAY,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,9/21/2007,,5252025
9514,RESIDENTIAL CARE ELDERLY,342701315,QUINLEY SENIOR CARE,M&D QUINLEY PROFESSIONAL SERVICES LLC,"CARPIO, KATHERINE",(916) 594-5353,8712 VIA ALTA WAY,ELK GROVE,CA,95624,SACRAMENTO,27,4,LICENSED,12/15/2023,,5252025
9520,RESIDENTIAL CARE ELDERLY,342701084,"R & E SENIOR CARE, INC.","R & E SENIOR CARE, INC.",EMILY PASCUA,(916) 895-4357,5231 OLIVEHURST WAY,ELK GROVE,CA,95758,SACRAMENTO,27,6,LICENSED,11/8/2021,,5252025
10024,RESIDENTIAL CARE ELDERLY,342701431,"R&E SENIOR CARE 2, INC",R AND E SENIOR CARE 2 INC,"PASCUA, EMILY B.",(916) 895-4357,9351 CAULFIELD DRIVE,ELK GROVE,CA,95758,SACRAMENTO,27,6,LICENSED,12/10/2024,,5252025
9706,RESIDENTIAL CARE ELDERLY,342700016,RESTPADD CARE LLC,RESTPADD CARE LLC,"NWANGBURUKA, IHEOMA",(916) 685-3690,6901 RIO TEJO WAY,ELK GROVE,CA,95757,SACRAMENTO,27,6,LICENSED,8/30/2017,,5252025
